,Index,Name,Area,Review_Date,Rating_attribute,Rating(Out of 10),Review_Text,tokens,sentiment,compound_score,sentiment_category,positive_score,negative_score,neutral_score
6471,6471,Hotel The RTS Plaza,"Mahipalpur, New Delhi",Aug-22,Good quality room in cheap price,10.0,Room is greatly and staff very cooperative behalf reception staff very grateful by Narendra,"['Room', 'is', 'greatly', 'and', 'staff', 'very', 'cooperative', 'behalf', 'reception', 'staff', 'very', 'grateful', 'by', 'Narendra']","{'neg': 0.0, 'neu': 0.798, 'pos': 0.202, 'compound': 0.5095}",0.5095,Positive,0.202,0.0,0.798
6472,6472,Hotel The RTS Plaza,"Mahipalpur, New Delhi",Sep-22,Very good,8.0,きれい。レセプションの対応が良い。コンビニやメトロの駅が近い。,['きれい。レセプションの対応が良い。コンビニやメトロの駅が近い。'],"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral,0.0,0.0,1.0
6473,6473,Hotel The RTS Plaza,"Mahipalpur, New Delhi",Oct-22,Pleasant,6.0, no comments available for this review,"['no', 'comments', 'available', 'for', 'this', 'review']","{'neg': 0.306, 'neu': 0.694, 'pos': 0.0, 'compound': -0.296}",-0.296,Negative,0.0,0.306,0.694
6474,6474,Hotel The RTS Plaza,"Mahipalpur, New Delhi",Dec-22,Bad,1.0, no comments available for this review,"['no', 'comments', 'available', 'for', 'this', 'review']","{'neg': 0.306, 'neu': 0.694, 'pos': 0.0, 'compound': -0.296}",-0.296,Negative,0.0,0.306,0.694
6475,6475,Hotel The RTS Plaza,"Mahipalpur, New Delhi",Sep-22,Superb,9.0, no comments available for this review,"['no', 'comments', 'available', 'for', 'this', 'review']","{'neg': 0.306, 'neu': 0.694, 'pos': 0.0, 'compound': -0.296}",-0.296,Negative,0.0,0.306,0.694
6476,6476,Hotel The RTS Plaza,"Mahipalpur, New Delhi",Dec-20,Passable,5.0, no comments available for this review,"['no', 'comments', 'available', 'for', 'this', 'review']","{'neg': 0.306, 'neu': 0.694, 'pos': 0.0, 'compound': -0.296}",-0.296,Negative,0.0,0.306,0.694
6477,6477,Treebo Trend Elite,"South Delhi, New Delhi",Oct-22,Gazab,10.0,I like the standard of the hotel.,"['I', 'like', 'the', 'standard', 'of', 'the', 'hotel', '.']","{'neg': 0.0, 'neu': 0.667, 'pos': 0.333, 'compound': 0.3612}",0.3612,Positive,0.333,0.0,0.667
6478,6478,Treebo Trend Elite,"South Delhi, New Delhi",Aug-23,Good place,5.0,Location n service,"['Location', 'n', 'service']","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral,0.0,0.0,1.0
6479,6479,Treebo Trend Elite,"South Delhi, New Delhi",Apr-23,Good experience,7.0,"Breakfast is just ok
Location is good","['Breakfast', 'is', 'just', 'ok', 'Location', 'is', 'good']","{'neg': 0.0, 'neu': 0.495, 'pos': 0.505, 'compound': 0.6249}",0.6249,Positive,0.505,0.0,0.495
6480,6480,Treebo Trend Elite,"South Delhi, New Delhi",Apr-23,Ok no comments,5.0,Location and facilities good,"['Location', 'and', 'facilities', 'good']","{'neg': 0.0, 'neu': 0.508, 'pos': 0.492, 'compound': 0.4404}",0.4404,Positive,0.492,0.0,0.508
6481,6481,Treebo Trend Elite,"South Delhi, New Delhi",Mar-23,Good,7.0, · The condition of room was not good along with poor lighting.,"['·', 'The', 'condition', 'of', 'room', 'was', 'not', 'good', 'along', 'with', 'poor', 'lighting', '.']","{'neg': 0.38, 'neu': 0.62, 'pos': 0.0, 'compound': -0.6711}",-0.6711,Negative,0.0,0.38,0.62
6482,6482,Treebo Trend Elite,"South Delhi, New Delhi",Nov-22,Pleasant,6.0,I like the behaviour of staff and everything about my room.,"['I', 'like', 'the', 'behaviour', 'of', 'staff', 'and', 'everything', 'about', 'my', 'room', '.']","{'neg': 0.0, 'neu': 0.783, 'pos': 0.217, 'compound': 0.3612}",0.3612,Positive,0.217,0.0,0.783
6483,6483,Treebo Trend Elite,"South Delhi, New Delhi",Oct-22,Good place for short stay in south Delhi.,7.0,"Location is very good, nice staff, elevator is a plus. Like having fan and AC both. Breakfast was good and changes by the day, bread, rice, egg, yogurt, sweet milk tea etc.","['Location', 'is', 'very', 'good', ',', 'nice', 'staff', ',', 'elevator', 'is', 'a', 'plus', '.', 'Like', 'having', 'fan', 'and', 'AC', 'both', '.', 'Breakfast', 'was', 'good', 'and', 'changes', 'by', 'the', 'day', ',', 'bread', ',', 'rice', ',', 'egg', ',', 'yogurt', ',', 'sweet', 'milk', 'tea', 'etc', '.']","{'neg': 0.0, 'neu': 0.592, 'pos': 0.408, 'compound': 0.9457}",0.9457,Positive,0.408,0.0,0.592
6484,6484,Treebo Trend Elite,"South Delhi, New Delhi",Jul-22,Good,7.0,Ok.good,['Ok.good'],"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral,0.0,0.0,1.0
6485,6485,Treebo Trend Elite,"South Delhi, New Delhi",Jun-22,Ordinary stay,7.0,Location,['Location'],"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral,0.0,0.0,1.0
6486,6486,Treebo Trend Elite,"South Delhi, New Delhi",Jul-23,Disappointing,4.0,Foods are good,"['Foods', 'are', 'good']","{'neg': 0.0, 'neu': 0.408, 'pos': 0.592, 'compound': 0.4404}",0.4404,Positive,0.592,0.0,0.408
6487,6487,Capital O Hotel Lotus B&B,"South Delhi, New Delhi",Oct-22,Bad,1.0,"Manager denied to give the room for the booking price, he was asking for extra money.","['Manager', 'denied', 'to', 'give', 'the', 'room', 'for', 'the', 'booking', 'price', ',', 'he', 'was', 'asking', 'for', 'extra', 'money', '.']","{'neg': 0.162, 'neu': 0.838, 'pos': 0.0, 'compound': -0.4404}",-0.4404,Negative,0.0,0.162,0.838
6488,6488,Capital O Hotel Lotus B&B,"South Delhi, New Delhi",Jan-23,Stay everything was okay except the misleading amount in the site,1.0,The location is excellent .Wifi was also good.,"['The', 'location', 'is', 'excellent', '.Wifi', 'was', 'also', 'good', '.']","{'neg': 0.0, 'neu': 0.476, 'pos': 0.524, 'compound': 0.765}",0.765,Positive,0.524,0.0,0.476
6489,6489,Capital O Hotel Lotus B&B,"South Delhi, New Delhi",Nov-22,Bad,1.0,Nothing,['Nothing'],"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral,0.0,0.0,1.0
6490,6490,Capital O Hotel Lotus B&B,"South Delhi, New Delhi",Nov-22,Bad,1.0, · Staff asks extra 1500 rs for room,"['·', 'Staff', 'asks', 'extra', '1500', 'rs', 'for', 'room']","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral,0.0,0.0,1.0
6491,6491,Capital O Hotel Lotus B&B,"South Delhi, New Delhi",Nov-22,Bad,1.0,Staff was very bad,"['Staff', 'was', 'very', 'bad']","{'neg': 0.558, 'neu': 0.442, 'pos': 0.0, 'compound': -0.5849}",-0.5849,Negative,0.0,0.558,0.442
6492,6492,Capital O Hotel Lotus B&B,"South Delhi, New Delhi",May-22,Pathetic and worst Hotel ever I have seen in my life! Ruined my journey.,1.0,Nothing.,"['Nothing', '.']","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral,0.0,0.0,1.0
6493,6493,Capital O Hotel Lotus B&B,"South Delhi, New Delhi",Apr-23,नालायक ने रेट बड़ा दिए 400 की जगह 1250 कर दिए,1.0,कुछ भी नहीं,"['कुछ', 'भी', 'नहीं']","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral,0.0,0.0,1.0
6494,6494,Capital O Hotel Lotus B&B,"South Delhi, New Delhi",Jun-23,Exceptional,10.0, no comments available for this review,"['no', 'comments', 'available', 'for', 'this', 'review']","{'neg': 0.306, 'neu': 0.694, 'pos': 0.0, 'compound': -0.296}",-0.296,Negative,0.0,0.306,0.694
6495,6495,Capital O Hotel Lotus B&B,"South Delhi, New Delhi",Jun-23,Exceptional,10.0, no comments available for this review,"['no', 'comments', 'available', 'for', 'this', 'review']","{'neg': 0.306, 'neu': 0.694, 'pos': 0.0, 'compound': -0.296}",-0.296,Negative,0.0,0.306,0.694
6496,6496,Capital O Hotel Lotus B&B,"South Delhi, New Delhi",Jun-23,Exceptional,10.0, no comments available for this review,"['no', 'comments', 'available', 'for', 'this', 'review']","{'neg': 0.306, 'neu': 0.694, 'pos': 0.0, 'compound': -0.296}",-0.296,Negative,0.0,0.306,0.694
6497,6497,The JRD Luxury Boutique,"Safdarjung Enclave, New Delhi",Apr-23,If and when I am back in Delhi .. JRD is definitely where I would stay!,10.0,The staff went above and beyond to see that I was comfortable!,"['The', 'staff', 'went', 'above', 'and', 'beyond', 'to', 'see', 'that', 'I', 'was', 'comfortable', '!']","{'neg': 0.0, 'neu': 0.736, 'pos': 0.264, 'compound': 0.5562}",0.5562,Positive,0.264,0.0,0.736
6498,6498,The JRD Luxury Boutique,"Safdarjung Enclave, New Delhi",Nov-22,Average hotel. just book if u only have to use the hotel to sleep. nothing else is worth it,6.0,the location only,"['the', 'location', 'only']","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral,0.0,0.0,1.0
6499,6499,The JRD Luxury Boutique,"Safdarjung Enclave, New Delhi",May-22,Passable,5.0,Price not fair as per room cleanliness and facilities,"['Price', 'not', 'fair', 'as', 'per', 'room', 'cleanliness', 'and', 'facilities']","{'neg': 0.197, 'neu': 0.803, 'pos': 0.0, 'compound': -0.2411}",-0.2411,Negative,0.0,0.197,0.803
6500,6500,The JRD Luxury Boutique,"Safdarjung Enclave, New Delhi",Dec-21,must work on room service  n get the room repainted,6.0,good location n clean goon,"['good', 'location', 'n', 'clean', 'goon']","{'neg': 0.0, 'neu': 0.263, 'pos': 0.737, 'compound': 0.6808}",0.6808,Positive,0.737,0.0,0.263
6501,6501,The JRD Luxury Boutique,"Safdarjung Enclave, New Delhi",Oct-21,Passable,5.0,Nothing,['Nothing'],"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral,0.0,0.0,1.0
6502,6502,The JRD Luxury Boutique,"Safdarjung Enclave, New Delhi",Oct-21,Okay to stay with few adjustments,6.0,Location of the hotel is good and in centre of the city,"['Location', 'of', 'the', 'hotel', 'is', 'good', 'and', 'in', 'centre', 'of', 'the', 'city']","{'neg': 0.0, 'neu': 0.791, 'pos': 0.209, 'compound': 0.4404}",0.4404,Positive,0.209,0.0,0.791
6503,6503,The JRD Luxury Boutique,"Safdarjung Enclave, New Delhi",Oct-21,Passable,5.0,"Location wise Ok for short trip, They need full revamp of the property.  Except for the staffs, property need to match today's standards","['Location', 'wise', 'Ok', 'for', 'short', 'trip', ',', 'They', 'need', 'full', 'revamp', 'of', 'the', 'property', '.', 'Except', 'for', 'the', 'staffs', ',', 'property', 'need', 'to', 'match', 'today', ""'s"", 'standards']","{'neg': 0.0, 'neu': 0.798, 'pos': 0.202, 'compound': 0.6486}",0.6486,Positive,0.202,0.0,0.798
6504,6504,The JRD Luxury Boutique,"Safdarjung Enclave, New Delhi",Jan-21,Disappointing,4.0,Hotel location,"['Hotel', 'location']","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral,0.0,0.0,1.0
6505,6505,The JRD Luxury Boutique,"Safdarjung Enclave, New Delhi",Dec-20,Worst experience!,4.0,"Food was good, quality as well as quantity. Provided everything we asked for.","['Food', 'was', 'good', ',', 'quality', 'as', 'well', 'as', 'quantity', '.', 'Provided', 'everything', 'we', 'asked', 'for', '.']","{'neg': 0.0, 'neu': 0.688, 'pos': 0.312, 'compound': 0.6124}",0.6124,Positive,0.312,0.0,0.688
6506,6506,The JRD Luxury Boutique,"Safdarjung Enclave, New Delhi",Jan-23,Good,7.0,Everything except the Water heater was not working properly.,"['Everything', 'except', 'the', 'Water', 'heater', 'was', 'not', 'working', 'properly', '.']","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral,0.0,0.0,1.0
6507,6507,The Manor - New Delhi,"South Delhi, New Delhi",Mar-23,Oasis in Delhi. Great in every way.,10.0,Family runed hotell with a lot of love. Very helpful and friendly staff. Safe and quite area. Great breakfast. Good location.,"['Family', 'runed', 'hotell', 'with', 'a', 'lot', 'of', 'love', '.', 'Very', 'helpful', 'and', 'friendly', 'staff', '.', 'Safe', 'and', 'quite', 'area', '.', 'Great', 'breakfast', '.', 'Good', 'location', '.']","{'neg': 0.0, 'neu': 0.401, 'pos': 0.599, 'compound': 0.968}",0.968,Positive,0.599,0.0,0.401
6508,6508,The Manor - New Delhi,"South Delhi, New Delhi",Aug-23,peaceful villa in Delhi,9.0,"beautiful villa very well maintained in a peaceful neighborhood in New Delhi. Staff is very nice and helpful and the restaurants inside are very good, we tried Camillo’s and the pizza was outstanding (we are Italian!). we also had a Spritz at the Inja restaurant bar which was perfect!","['beautiful', 'villa', 'very', 'well', 'maintained', 'in', 'a', 'peaceful', 'neighborhood', 'in', 'New', 'Delhi', '.', 'Staff', 'is', 'very', 'nice', 'and', 'helpful', 'and', 'the', 'restaurants', 'inside', 'are', 'very', 'good', ',', 'we', 'tried', 'Camillo', '’', 's', 'and', 'the', 'pizza', 'was', 'outstanding', '(', 'we', 'are', 'Italian', '!', ')', '.', 'we', 'also', 'had', 'a', 'Spritz', 'at', 'the', 'Inja', 'restaurant', 'bar', 'which', 'was', 'perfect', '!']","{'neg': 0.0, 'neu': 0.59, 'pos': 0.41, 'compound': 0.9801}",0.9801,Positive,0.41,0.0,0.59
6509,6509,The Manor - New Delhi,"South Delhi, New Delhi",Aug-23,Could have been very good stay if the hotel was not under renovation!,7.0,"I have been very pleased of Mr Deepak at the reception desk and his team running the place with such a sens of being welcoming and accommodating. They did their very best to answer to my few requests. We were expecting a renewed hotel as it is mentioned on the website but arrived in a ""work in progress"" hotel. For sure the part already done is really beautifully realised, the materials, the style, everything has been thought. Sadly, no gym, no nice outdoor seatings and the felling to be in the middle of renovation is not the best. I would love to go there again but need to be sure the work is done and not in progress anymore.
By the way, the breakfast area and food are really high level and anyone of the staff is nicely friendly and very helpful.","['I', 'have', 'been', 'very', 'pleased', 'of', 'Mr', 'Deepak', 'at', 'the', 'reception', 'desk', 'and', 'his', 'team', 'running', 'the', 'place', 'with', 'such', 'a', 'sens', 'of', 'being', 'welcoming', 'and', 'accommodating', '.', 'They', 'did', 'their', 'very', 'best', 'to', 'answer', 'to', 'my', 'few', 'requests', '.', 'We', 'were', 'expecting', 'a', 'renewed', 'hotel', 'as', 'it', 'is', 'mentioned', 'on', 'the', 'website', 'but', 'arrived', 'in', 'a', '``', 'work', 'in', 'progress', ""''"", 'hotel', '.', 'For', 'sure', 'the', 'part', 'already', 'done', 'is', 'really', 'beautifully', 'realised', ',', 'the', 'materials', ',', 'the', 'style', ',', 'everything', 'has', 'been', 'thought', '.', 'Sadly', ',', 'no', 'gym', ',', 'no', 'nice', 'outdoor', 'seatings', 'and', 'the', 'felling', 'to', 'be', 'in', 'the', 'middle', 'of', 'renovation', 'is', 'not', 'the', 'best', '.', 'I', 'would', 'love', 'to', 'go', 'there', 'again', 'but', 'need', 'to', 'be', 'sure', 'the', 'work', 'is', 'done', 'and', 'not', 'in', 'progress', 'anymore', '.', 'By', 'the', 'way', ',', 'the', 'breakfast', 'area', 'and', 'food', 'are', 'really', 'high', 'level', 'and', 'anyone', 'of', 'the', 'staff', 'is', 'nicely', 'friendly', 'and', 'very', 'helpful', '.']","{'neg': 0.051, 'neu': 0.656, 'pos': 0.293, 'compound': 0.9933}",0.9933,Positive,0.293,0.051,0.656
6510,6510,The Manor - New Delhi,"South Delhi, New Delhi",Jul-23,Beautiful and restorative,9.0,"I have wanted to stay at The Manor for a long time. Finally I had the opportunity and wasn't disappointed. 
Offering a respite from the crowds, Friends' Colony is a quiet green part of the city but not too far from Connaught Place and Khan Market for example.
The hotel itself is beautiful. I am a modernist at heart so was bound to love the building, that it is spotless and the staff incredibly helpful only add to the quality of a stay here.  I had some issues with my room (just the kind anyone can experience anywhere in the world, low shower pressure for a while and drop in internet) but was given a new room really speedily.
Really recommend The Manor!","['I', 'have', 'wanted', 'to', 'stay', 'at', 'The', 'Manor', 'for', 'a', 'long', 'time', '.', 'Finally', 'I', 'had', 'the', 'opportunity', 'and', 'was', ""n't"", 'disappointed', '.', 'Offering', 'a', 'respite', 'from', 'the', 'crowds', ',', 'Friends', ""'"", 'Colony', 'is', 'a', 'quiet', 'green', 'part', 'of', 'the', 'city', 'but', 'not', 'too', 'far', 'from', 'Connaught', 'Place', 'and', 'Khan', 'Market', 'for', 'example', '.', 'The', 'hotel', 'itself', 'is', 'beautiful', '.', 'I', 'am', 'a', 'modernist', 'at', 'heart', 'so', 'was', 'bound', 'to', 'love', 'the', 'building', ',', 'that', 'it', 'is', 'spotless', 'and', 'the', 'staff', 'incredibly', 'helpful', 'only', 'add', 'to', 'the', 'quality', 'of', 'a', 'stay', 'here', '.', 'I', 'had', 'some', 'issues', 'with', 'my', 'room', '(', 'just', 'the', 'kind', 'anyone', 'can', 'experience', 'anywhere', 'in', 'the', 'world', ',', 'low', 'shower', 'pressure', 'for', 'a', 'while', 'and', 'drop', 'in', 'internet', ')', 'but', 'was', 'given', 'a', 'new', 'room', 'really', 'speedily', '.', 'Really', 'recommend', 'The', 'Manor', '!']","{'neg': 0.058, 'neu': 0.726, 'pos': 0.216, 'compound': 0.9747}",0.9747,Positive,0.216,0.058,0.726
6511,6511,The Manor - New Delhi,"South Delhi, New Delhi",Jun-23,Superb,9.0, · Food is super expensive,"['·', 'Food', 'is', 'super', 'expensive']","{'neg': 0.0, 'neu': 0.435, 'pos': 0.565, 'compound': 0.5994}",0.5994,Positive,0.565,0.0,0.435
6512,6512,The Manor - New Delhi,"South Delhi, New Delhi",Jun-23,A beautiful place with an incredibly comfortable bed and friendly staff but bring earplugs for the vibration of the trai,8.0,Loved the zen vibe- a peaceful oasis!,"['Loved', 'the', 'zen', 'vibe-', 'a', 'peaceful', 'oasis', '!']","{'neg': 0.0, 'neu': 0.351, 'pos': 0.649, 'compound': 0.8122}",0.8122,Positive,0.649,0.0,0.351
6513,6513,The Manor - New Delhi,"South Delhi, New Delhi",Apr-23,A tranquil and relaxed oasis of calm,8.0,very quiet and peaceful - relaxed,"['very', 'quiet', 'and', 'peaceful', '-', 'relaxed']","{'neg': 0.0, 'neu': 0.31, 'pos': 0.69, 'compound': 0.7693}",0.7693,Positive,0.69,0.0,0.31
6514,6514,The Manor - New Delhi,"South Delhi, New Delhi",Apr-23,excellent for a quiet stay maybe not for a business trip as it’s expensive,7.0,beautifully designed but a tad set apart from the rest of the city but suited my purpose,"['beautifully', 'designed', 'but', 'a', 'tad', 'set', 'apart', 'from', 'the', 'rest', 'of', 'the', 'city', 'but', 'suited', 'my', 'purpose']","{'neg': 0.0, 'neu': 0.865, 'pos': 0.135, 'compound': 0.3291}",0.3291,Positive,0.135,0.0,0.865
6515,6515,The Manor - New Delhi,"South Delhi, New Delhi",Apr-23,Very good,8.0,Good place to stay for weekends stay,"['Good', 'place', 'to', 'stay', 'for', 'weekends', 'stay']","{'neg': 0.0, 'neu': 0.674, 'pos': 0.326, 'compound': 0.4404}",0.4404,Positive,0.326,0.0,0.674
6516,6516,The Manor - New Delhi,"South Delhi, New Delhi",Apr-23,"Lovely design hotel, nice area and staff",8.0,"Beautiful architecture, well maintained. Staff very welcoming and friendly. Easy access to excellent Delhi metro, nearby station is ""Ashram"".","['Beautiful', 'architecture', ',', 'well', 'maintained', '.', 'Staff', 'very', 'welcoming', 'and', 'friendly', '.', 'Easy', 'access', 'to', 'excellent', 'Delhi', 'metro', ',', 'nearby', 'station', 'is', '``', 'Ashram', ""''"", '.']","{'neg': 0.0, 'neu': 0.403, 'pos': 0.597, 'compound': 0.9599}",0.9599,Positive,0.597,0.0,0.403
6517,6517,Hotel Maya Cottage-BY RSL Hospitality,"Paharganj, New Delhi",Mar-23,Exceptional,10.0,"Exilent hotel  good staff food was delicious
Overall good hotel","['Exilent', 'hotel', 'good', 'staff', 'food', 'was', 'delicious', 'Overall', 'good', 'hotel']","{'neg': 0.0, 'neu': 0.424, 'pos': 0.576, 'compound': 0.8591}",0.8591,Positive,0.576,0.0,0.424
6518,6518,Hotel Maya Cottage-BY RSL Hospitality,"Paharganj, New Delhi",Jul-23,enough i told in my last columns.,7.0,for business purpose its not good. as reception area is worst. no kitchen for even tea also. for every requirements you have to ask. some minimum facility must be automatically fullfilled i was expecting.,"['for', 'business', 'purpose', 'its', 'not', 'good', '.', 'as', 'reception', 'area', 'is', 'worst', '.', 'no', 'kitchen', 'for', 'even', 'tea', 'also', '.', 'for', 'every', 'requirements', 'you', 'have', 'to', 'ask', '.', 'some', 'minimum', 'facility', 'must', 'be', 'automatically', 'fullfilled', 'i', 'was', 'expecting', '.']","{'neg': 0.225, 'neu': 0.775, 'pos': 0.0, 'compound': -0.8274}",-0.8274,Negative,0.0,0.225,0.775
6519,6519,Hotel Maya Cottage-BY RSL Hospitality,"Paharganj, New Delhi",Jun-23,Pleasant,6.0,rooms,['rooms'],"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral,0.0,0.0,1.0
